Année,Prénom,Nombre,Sexe,Ordre
2012,Hadrien,6,M,449
2012,Tony,6,M,451
2012,Idriss,6,M,454
2012,Neyla,6,F,459
2012,Angèle,6,F,460
2012,Maria,6,F,461
2012,Clotilde,6,F,462
2012,Eulalie,6,F,466
2012,Aloïs,6,M,469
2012,Safiya,6,F,475
2012,Serena,5,F,480
2012,Max,5,M,484
2012,Gaétan,5,M,501
2012,Maximilien,5,M,509
2012,Nadir,5,M,510
2012,Aurèle,5,M,516
2012,Youcef,5,M,517
2012,Grégory,5,M,521
2012,Côme,5,M,529
2012,Marlon,5,M,530
2012,Muhammed,5,M,533
2012,Anton,5,M,534
2012,Thelma,5,F,561
2012,Khadija,5,F,565
2012,Angelina,5,F,570
2012,Eden,5,F,579
2011,Chloé,106,F,3
2011,Louis,100,M,6
2011,Gabriel,94,M,10
2011,Louise,88,F,16
2011,Tom,71,M,22
2011,Noah,67,M,27
2011,Yanis,66,M,29
2011,Camille,65,F,31
2011,Léa,64,F,33
2011,Juliette,62,F,35
2011,Eva,60,F,37
2011,Alice,57,F,42
2011,Mathilde,52,F,48
2011,Lisa,48,F,55
2011,Clémence,47,F,56
2011,Nolan,38,M,70
2011,Maxence,37,M,75
2011,Victor,36,M,76
2011,Romain,33,M,83
2011,Elise,31,F,88
2011,Mila,31,F,89
2011,Amine,30,M,90
2011,Mathéo,29,M,95
2011,Elisa,28,F,101
2011,Inaya,27,F,103
2011,Adrien,27,M,104
2011,Noé,26,M,106
2011,Aya,25,F,112
2011,Benjamin,24,M,116
2011,Ilyes,24,M,118
2011,Olivia,24,F,120
2011,Yasmine,23,F,121
2011,Assia,21,F,128
2011,Marie,21,F,129
2011,Sofia,21,F,130
2011,Rose,20,F,134
2011,Roxane,20,F,136
2011,Nassim,20,M,140
2011,Camille,20,M,141
2011,Noam,20,M,142
2011,Emilie,19,F,151
2011,Alix,18,F,159
2011,Kylian,17,M,164
2011,Timothée,17,M,165
2011,Ana,17,F,166
2011,Maëlle,17,F,167
2011,Léane,17,F,168
2011,Antonin,16,M,173
2011,Victoire,16,F,174
2011,Justine,16,F,185
2011,Sara,15,F,187
2011,Morgane,15,F,188
2011,Rafaël,15,M,193
2011,Kaïs,15,M,197
2011,Mehdi,15,M,199
2011,Matthieu,14,M,205
2011,Mayssa,14,F,208
2011,Clémentine,13,F,215
2011,Yassine,13,M,224
2011,Stella,13,F,228
2011,Ibrahim,12,M,242
2011,Loris,11,M,247
2011,Léandre,11,M,250
2011,Grégoire,11,M,252
2011,Charlie,11,M,262
2011,Eléonore,10,F,270
2011,Damien,10,M,274
2011,Sasha,10,M,277
2011,Kilian,10,M,280
2011,Hanaé,10,F,288
2011,Anissa,10,F,289
2011,Anthony,9,M,296
2011,Sylvain,9,M,304
2011,Joshua,9,M,305
2011,Milan,9,M,306
2011,Jonathan,9,M,309
2011,Rania,9,F,314
2011,Lili,9,F,317
2011,Estelle,8,F,319
2011,Axelle,8,F,321
2011,Enora,8,F,322
2011,Shana,8,F,323
2011,Elouan,8,M,329
2011,Ryan,8,M,335
2011,Marin,8,M,337
2011,Joseph,8,M,338
2004,Yoan,12,M,201
2004,Alan,12,M,202
2004,Julian,12,M,208
2004,Salomé,11,F,215
2004,Kevin,11,M,222
2004,Sofiane,11,M,225
2004,Rachel,10,F,232
2004,Emmy,10,F,234
2004,Marina,10,F,235
2004,Alban,10,M,240
2004,Yannis,10,M,243
2004,Victoire,10,F,248
2004,Flora,10,F,250
2004,Anissa,9,F,258
2004,Roman,9,M,261
2004,Max,9,M,263
2004,Noam,9,M,266
2004,Maeva,9,F,267
2004,Logan,9,M,269
2004,Tony,9,M,276
2004,Ilyes,8,M,284
2004,Emile,8,M,286
2004,Rania,8,F,289
2004,Yoann,8,M,299
2004,Kilian,8,M,303
2004,Rafaël,8,M,306
2004,Aaron,8,M,312
2004,Paloma,8,F,314
2004,Lauryne,8,F,319
2004,Kenza,8,F,321
2004,Caroline,7,F,332
2004,Fiona,7,F,333
2004,Dimitri,7,M,347
2004,Malik,7,M,348
2004,Oscar,7,M,359
2004,Ilies,6,M,365
2004,Aloïs,6,M,374
2004,Christopher,6,M,380
2004,Naël,6,M,381
2004,Tanguy,6,M,384
2004,Apolline,6,F,395
2004,Lou-Ann,6,F,399
2004,Eloi,5,M,402
2004,Flavien,5,M,408
2004,Alessandro,5,M,409
2004,Kaïs,5,M,410
2004,Erwann,5,M,414
2004,Yan,5,M,416
2004,Frédéric,5,M,417
2004,Olivier,5,M,418
2004,Anas,5,M,419
2004,Emilien,5,M,426
2004,Fares,5,M,429
2004,Yaël,5,M,431
2004,Yohann,5,M,440
2004,Elie,5,M,441
2004,Cindy,5,F,444
2004,Ikram,5,F,452
2004,Lou-Anne,5,F,457
2004,Mona,5,F,463
2004,Malorie,5,F,468
2004,Anouk,5,F,471
2004,Lilie,5,F,476
2004,Lia,5,F,477
2004,Sabrine,5,F,479
2004,Cécilia,5,F,480
2003,Thomas,146,M,1
2003,Alexandre,99,M,10
2003,Maxime,96,M,11
2003,Marie,79,F,20
2003,Chloé,68,F,26
2003,Tom,68,M,27
2003,Pauline,67,F,28
2003,Nicolas,65,M,29
2003,Lucie,64,F,30
2003,Alexis,61,M,33
2003,Julien,58,M,39
2003,Lola,54,F,43
2003,Célia,51,F,46
2003,Valentin,48,M,51
2003,Ambre,42,F,60
2003,Florian,42,M,62
2003,Anthony,38,M,65
2003,Samuel,38,M,67
2003,Margaux,33,F,79
2003,Titouan,30,M,84
2003,Matthieu,27,M,93
2003,Corentin,27,M,95
2003,Amélie,25,F,99
2003,Loïc,25,M,100
2003,Elsa,23,F,104
2003,Tristan,22,M,111
2003,Clémence,21,F,117
2003,Esteban,19,M,126
2003,Amine,19,M,128
2003,Alexandra,15,F,156
2003,Etienne,15,M,160
2003,Matthias,15,M,162
2003,Matteo,14,M,175
2003,Kévin,13,M,176
2011,Stanislas,6,M,438
2011,Pénélope,6,F,448
2011,Paloma,6,F,452
2011,Naomie,6,F,455
2011,Kélya,6,F,456
2011,Nesrine,6,F,457
2011,Constance,6,F,460
2011,Lalie,6,F,469
2011,Leila,6,F,472
2011,Alycia,6,F,477
2011,Emmanuelle,6,F,482
2011,Léonard,5,M,487
2011,Louison,5,M,494
2011,Jérémy,5,M,495
2011,Jérémie,5,M,499
2011,Aymane,5,M,500
2011,Wael,5,M,508
2011,Henri,5,M,515
2011,Léandro,5,M,522
2011,Ilian,5,M,524
2011,Amaël,5,M,529
2011,Chaïma,5,F,533
2011,Carmen,5,F,540
2011,Serena,5,F,555
2011,Élisa,5,F,561
2011,Perrine,5,F,564
2011,Elina,5,F,567
2011,Hortense,5,F,571
2010,Emma,107,F,3
2010,Gabriel,104,M,4
2010,Lola,99,F,9
2010,Léa,95,F,12
2010,Paul,87,M,17
2010,Romane,70,F,25
2010,Jade,68,F,27
2010,Adam,67,M,28
2010,Sarah,67,F,31
2010,Lilou,53,F,48
2010,Axel,51,M,51
2010,Lou,44,F,58
2010,Victor,42,M,65
2010,Nina,39,F,69
2010,Pauline,39,F,70
2010,Maxence,37,M,75
2010,Romain,37,M,77
2010,Julia,35,F,81
2010,Robin,32,M,88
2010,Aaron,30,M,91
2010,Margot,27,F,97
2010,Matéo,24,M,112
2010,Emilie,23,F,116
2010,Naël,22,M,122
2010,Mattéo,21,M,125
2010,Mehdi,20,M,134
2010,Chiara,18,F,146
2010,Oscar,18,M,149
2010,Assia,17,F,154
2010,Gaspard,17,M,160
2010,Félix,17,M,162
2010,Ruben,16,M,167
2010,William,16,M,172
2010,Zélie,15,F,174
2010,Camille,15,M,180
2010,Erwan,14,M,199
2010,Olivia,13,F,201
2010,Marion,13,F,205
2010,Emmy,13,F,207
2010,Yacine,12,M,215
2010,Edouard,12,M,217
2010,Amélie,12,F,218
2010,Marwa,12,F,220
2010,Ugo,12,M,223
2010,Hamza,12,M,225
2010,Malo,12,M,234
2010,Tess,11,F,242
2010,Thaïs,11,F,244
2010,Etienne,11,M,248
2010,Téo,11,M,253
2010,Marwan,11,M,257
2010,Naïm,11,M,259
2010,Anas,11,M,263
2010,Anis,10,M,266
2010,Yoan,10,M,267
2010,Vincent,10,M,269
2010,Sami,10,M,271
2010,Aubin,10,M,272
2010,Soan,10,M,273
2010,Nassim,10,M,274
2010,Cléa,10,F,281
2010,Lili,10,F,282
2010,Guilhem,10,M,297
2010,Luce,9,F,299
2010,Noa,9,F,308
2010,Kelly,9,F,314
2010,Lucien,9,M,315
2010,Morgan,9,M,320
2010,Sohan,9,M,323
2010,Justin,9,M,331
2010,Kilian,8,M,335
2010,Marco,8,M,337
2009,Cassandre,8,F,310
2009,Eden,8,F,311
2009,Axelle,8,F,312
2009,Lison,8,F,318
2009,Marilou,8,F,322
2009,Mael,8,M,328
2009,Mahé,8,M,333
2009,Etienne,8,M,335
2009,Noélie,8,F,337
2009,Elliot,7,M,345
2009,Giovanni,7,M,351
2009,Léana,7,F,358
2009,Lili,7,F,362
2009,Alexia,7,F,368
2009,Eléonore,7,F,371
2009,Sonia,6,F,397
2009,Hadrien,6,M,406
2009,Macéo,6,M,415
2009,Matthias,6,M,417
2009,Yaniss,6,M,422
2009,Ulysse,6,M,423
2009,Sandro,6,M,425
2009,Yoann,6,M,427
2009,Aurélien,6,M,431
2009,Sami,6,M,432
2009,Ryad,6,M,433
2009,Louison,6,F,435
2009,Coralie,6,F,438
2009,Mina,6,F,442
2009,Alexandra,5,F,444
2009,Elliott,5,M,451
2009,Gianni,5,M,453
2009,François,5,M,455
2009,Ilann,5,M,456
2009,Aliya,5,F,460
2009,Flora,5,F,462
2009,Omar,5,M,472
2009,Sofian,5,M,475
2009,Marco,5,M,479
2009,Mohammed,5,M,486
2009,Ilyès,5,M,488
2009,Swan,5,M,497
2009,Kawtar,5,F,507
2009,Maé,5,F,509
2009,Alya,5,F,510
2009,Neïla,5,F,517
2009,Maéva,5,F,519
2009,Elya,5,F,522
2008,Clément,122,M,2
2008,Emma,120,F,3
2008,Louis,112,M,5
2008,Manon,104,F,6
2008,Jules,101,M,7
2008,Raphaël,85,M,19
2008,Yanis,80,M,22
2008,Louise,73,F,23
2008,Noah,67,M,29
2008,Ethan,59,M,33
2008,Anna,52,F,43
2008,Mathilde,50,F,49
2008,Valentin,50,M,50
2008,Clémence,42,F,61
2008,Léna,41,F,64
2008,Victor,41,M,66
2008,Adrien,39,M,70
2008,Mathéo,39,M,71
2008,Luna,36,F,74
2008,Evan,36,M,75
2008,Justine,36,F,76
2008,Benjamin,34,M,77
2008,Sacha,34,M,78
2008,Esteban,31,M,86
2008,Pierre,31,M,87
2008,Gabin,29,M,91
2008,Margot,28,F,95
2008,Lenny,26,M,103
2008,Lise,26,F,105
2008,Liam,25,M,107
2008,Maxence,25,M,108
2008,Maya,23,F,117
2008,Nicolas,22,M,119
2008,Robin,22,M,120
2008,Margaux,21,F,130
2008,Milo,20,M,136
2008,Amine,19,M,140
2008,Adèle,17,F,144
2008,Salomé,17,F,146
2008,Eloïse,17,F,147
2008,Matéo,17,M,149
2008,William,16,M,155
2008,Samy,16,M,160
2008,Victoria,16,F,161
2008,Amélie,16,F,162
2008,Chiara,16,F,166
2008,Faustine,15,F,171
2008,Ines,15,F,172
2008,Assia,15,F,173
2008,Maïssa,15,F,177
2008,Guillaume,14,M,190
2008,Marion,14,F,192
2010,Enora,8,F,354
2010,Marine,8,F,360
2010,Lena,7,F,374
2010,Alban,7,M,377
2010,Kevin,7,M,384
2010,Max,7,M,390
2010,Thibaut,7,M,398
2010,Alex,7,M,399
2010,Nour,7,F,403
2010,Iris,7,F,405
2010,Aurélie,7,F,408
2010,Pénélope,7,F,411
2010,Nora,7,F,413
2010,Candice,7,F,414
2010,Gianni,6,M,423
2010,Ezio,6,M,427
2010,Anatole,6,M,433
2010,Emile,6,M,434
2010,Perrine,6,F,459
2010,Laly,6,F,460
2010,Amalia,6,F,474
2010,Orlane,6,F,480
2010,Marouane,5,M,492
2010,Samy,5,M,510
2010,Ali,5,M,517
2010,Emeline,5,F,521
2010,Safia,5,F,524
2010,Sabrina,5,F,550
2010,Rosalie,5,F,555
2009,Enzo,106,M,4
2009,Maxime,93,M,9
2009,Manon,90,F,11
2009,Louise,76,F,20
2009,Quentin,63,M,32
2009,Juliette,62,F,33
2009,Noah,61,M,36
2009,Lucie,60,F,38
2009,Romane,57,F,41
2009,Pauline,38,F,69
2009,Elisa,32,F,87
2009,Mathias,30,M,95
2009,Naël,25,M,104
2009,Valentine,22,F,114
2009,Dorian,22,M,115
2009,Nicolas,22,M,116
2009,Elise,22,F,117
2009,Olivia,21,F,118
2009,Dylan,21,M,119
2009,Luca,21,M,123
2009,Lise,20,F,127
2009,Pablo,20,M,129
2009,Guillaume,19,M,137
2009,Nolan,19,M,138
2009,Selma,18,F,149
2009,Loris,16,M,161
2009,Liam,16,M,169
2009,Antonin,15,M,172
2009,Milo,15,M,181
2009,Emmy,14,F,189
2009,Mélina,14,F,190
2009,Emy,13,F,200
2009,Gaspard,13,M,206
2009,Loïc,13,M,207
2009,Augustin,13,M,208
2009,Morgane,12,F,214
2009,Julian,12,M,217
2009,Aya,12,F,220
2009,Stella,12,F,221
2009,Clémentine,12,F,222
2009,Roxane,11,F,241
2009,Killian,11,M,252
2009,Anas,10,M,258
2009,Malo,10,M,262
2009,Milan,10,M,268
2009,Dimitri,10,M,270
2009,Zélie,10,F,272
2009,Garance,10,F,274
2009,Salma,10,F,284
2009,Elena,9,F,292
2009,Maya,9,F,297
2009,Ugo,9,M,300
2009,Djibril,9,M,306
2009,Thibaut,9,M,309
2009,Elia,8,F,319
2009,Jessica,8,F,321
2009,Nayla,8,F,323
2009,Ismaël,8,M,329
2009,Isaac,8,M,334
2009,Basile,8,M,340
2009,Daniel,8,M,341
2009,Zakaria,7,M,344
2009,Kilian,7,M,346
2009,Jordan,7,M,350
2009,Fares,7,M,353
2009,Cassandra,7,F,359
2009,Astrid,7,F,360
2009,Anissa,7,F,364
2009,Achille,7,M,369
2009,Rachel,7,F,373
2009,Ilona,7,F,376
2011,Cassandre,8,F,349
2011,Yousra,8,F,353
2011,Salma,8,F,354
2011,Marine,7,F,355
2011,Charlie,7,F,358
2011,Mael,7,M,369
2011,Anton,7,M,374
2011,Sofian,7,M,377
2011,Mohamed-Amine,7,M,380
2011,Elio,7,M,385
2011,Angel,6,M,402
2011,Lyam,6,M,407
2011,Emmanuel,6,M,409
2011,Omar,6,M,414
2011,Elora,6,F,418
2011,Joachim,6,M,422
2011,Elie,6,M,423
2011,Ilona,6,F,441
2011,Naëlle,6,F,459
2011,Céleste,6,F,462
2011,Kiara,6,F,466
2011,Fatima,6,F,470
2011,Mathilda,6,F,471
2011,Leïa,6,F,475
2011,Laly,6,F,476
2011,Aliénor,6,F,481
2011,Fares,5,M,488
2011,Nolann,5,M,503
2011,Colin,5,M,504
2011,Vadim,5,M,507
2011,Juliann,5,M,514
2011,Maëlia,5,F,536
2011,Alexandra,5,F,538
2011,Alya,5,F,541
2011,Hajar,5,F,543
2011,Lily-Rose,5,F,544
2011,Safia,5,F,545
2011,Cassandra,5,F,548
2011,Kim,5,F,553
2011,Linda,5,F,554
2011,Marylou,5,F,556
2011,Charlize,5,F,562
2011,Maryam,5,F,566
2011,Lison,5,F,573
2010,Lucas,130,M,1
2010,Nathan,122,M,2
2010,Raphaël,88,M,16
2010,Yanis,80,M,20
2010,Thomas,74,M,22
2010,Inès,73,F,23
2010,Mathis,67,M,29
2010,Baptiste,66,M,32
2010,Maël,61,M,35
2010,Sacha,53,M,49
2010,Timéo,49,M,52
2010,Lucie,49,F,53
2010,Gabin,46,M,55
2010,Samuel,46,M,56
2010,Clémence,44,F,60
2010,Maëlys,41,F,66
2010,Lily,40,F,68
2010,Kylian,36,M,80
2010,Titouan,35,M,83
2010,Elsa,34,F,86
2010,Amine,31,M,90
2010,Evan,30,M,93
2010,Adrien,27,M,100
2010,Lorenzo,26,M,105
2010,Diego,23,M,115
2010,Liam,22,M,123
2010,Rose,20,F,135
2010,Aya,20,F,136
2010,Gabrielle,18,F,144
2010,Léon,18,M,145
2010,Lila,18,F,147
2010,Faustine,18,F,151
2010,Mélissa,17,F,155
2010,Amaury,17,M,163
2010,Marius,15,M,173
2010,Ana,15,F,179
2010,Eliott,15,M,181
2010,Adèle,14,F,182
2010,Alyssa,14,F,183
2010,Rafael,14,M,186
2010,Elias,14,M,187
2010,Elina,14,F,189
2010,Stella,14,F,196
2010,Malak,13,F,206
2010,Lilia,13,F,209
2010,Axelle,13,F,211
2010,Tessa,12,F,214
2010,Noham,12,M,224
2010,Guillaume,12,M,226
2010,Elliot,12,M,229
2010,Florian,12,M,230
2010,Matis,12,M,231
2010,Clarisse,11,F,236
2010,Ella,11,F,239
2010,Sophie,11,F,241
2010,Jordan,11,M,249
2003,Kevin,13,M,178
2003,Nassim,13,M,180
2003,Justin,12,M,191
2003,Victoria,12,F,194
2003,Yoan,12,M,196
2003,Cécile,11,F,200
2003,Noé,11,M,202
2003,Dimitri,11,M,203
2003,Ayoub,11,M,206
2003,Evan,11,M,207
2003,Elliot,10,M,224
2003,Lila,10,F,231
2003,Roxane,10,F,232
2003,Eloïse,10,F,234
2003,Oriane,10,F,235
2003,Ilan,9,M,242
2003,Aubin,9,M,244
2003,Gabin,9,M,248
2003,Maylis,9,F,266
2003,Nawel,9,F,270
2003,Sylvain,8,M,272
2003,Grégoire,8,M,288
2003,Zakaria,8,M,297
2003,Hélène,8,F,303
2003,Kenza,8,F,304
2003,Loan,8,F,306
2003,Nesrine,8,F,312
2003,Anaëlle,8,F,314
2003,Lara,8,F,318
2003,Elina,8,F,322
2003,Enora,7,F,325
2003,Hicham,7,M,338
2003,Joséphine,7,F,348
2003,Marvin,6,M,353
2003,Siham,6,F,356
2003,Joris,6,M,360
2003,Morgan,6,M,367
2003,Alexy,6,M,368
2003,Ludivine,6,F,377
2003,Amalia,6,F,381
2003,Selma,6,F,385
2003,Ema,6,F,386
2003,Caroline,6,F,387
2003,Lily,6,F,390
2003,Sana,6,F,391
2003,Clémentine,6,F,398
2003,Ibrahima,5,M,404
2003,Alix,5,M,407
2003,Armand,5,M,411
2003,Ewen,5,M,414
2003,Mohamed-Amine,5,M,421
2003,Alison,5,F,435
2003,Marylou,5,F,439
2003,Marilou,5,F,445
2003,Alexane,5,F,456
2003,Élisa,5,F,458
2003,Norah,5,F,461
2006,Andréa,12,F,209
2006,Enora,11,F,224
2006,Jordan,11,M,232
2006,Wassim,11,M,235
2006,Thaïs,11,F,236
2006,Aaron,10,M,244
2006,Flora,10,F,259
2006,Nassim,10,M,262
2006,Roman,10,M,265
2006,Eve,9,F,271
2006,Hamza,9,M,276
2006,Léon,9,M,283
2006,Naël,9,M,287
2006,Oscar,9,M,292
2006,Rayane,9,M,294
2006,Yassine,9,M,297
2006,Yannis,8,M,303
2006,Anissa,8,F,311
2006,Kelly,8,F,320
2006,Raphael,8,M,323
2006,Alan,8,M,325
2006,Marc,8,M,326
2006,Roméo,8,M,327
2006,Ibrahim,7,M,330
2006,Cyril,7,M,331
2006,Yoann,7,M,333
2006,Fabio,7,M,337
2006,Gaëtan,7,M,338
2006,Louka,7,M,340
2006,Ewen,7,M,341
2006,Inés,7,F,345
2006,Théa,7,F,364
2006,Amina,7,F,367
2006,Kenza,6,F,377
2006,Elias,6,M,380
2006,Lison,6,F,381
2006,Nesrine,6,F,384
2006,Kiara,6,F,387
2006,Kevin,6,M,392
2006,Riyad,6,M,393
2006,Basile,6,M,394
2006,Kaïs,6,M,397
2006,Malone,6,M,399
2010,Aymeric,8,M,339
2010,Basile,8,M,340
2010,Armand,8,M,343
2010,Omar,8,M,347
2012,Léo,91,M,9
2012,Nathan,91,M,10
2012,Hugo,84,M,15
2012,Mathis,81,M,17
2012,Théo,76,M,21
2012,Alice,67,F,27
